review,sentiment,clean_review
it 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring .,0,bad action movie rooting interest spectacle grotesque boring
an incredibly irritating comedy about thoroughly vacuous people ... manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy .,0,incredibly irritating comedy thoroughly vacuous people manages embody worst excess nouvelle vague without sense fun energy
"at its worst , it implodes in a series of very bad special effects .",0,worst implodes series bad special effect
"we hate -lrb- madonna -rrb- within the film 's first five minutes , and she lacks the skill or presence to regain any ground .",0,hate lrb madonna rrb within film first five minute lack skill presence regain ground
it 's still terrible !,0,still terrible
it 's disappointing when filmmakers throw a few big-name actors and cameos at a hokey script .,0,disappointing filmmaker throw bigname actor cameo hokey script
"a dull , dumb and derivative horror film .",0,dull dumb derivative horror film
it 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring .,0,bad action movie rooting interest spectacle grotesque boring
what it lacks in originality it makes up for in intelligence and b-grade stylishness .,0,lack originality make intelligence bgrade stylishness
"because of an unnecessary and clumsy last scene , ` swimfan ' left me with a very bad feeling .",0,unnecessary clumsy last scene swimfan left bad feeling
the title 's lameness should clue you in on how bad the movie is .,0,title lameness clue bad movie
national lampoon 's van wilder could be the worst thing to come out of national lampoon since class reunion,0,national lampoon van wilder could worst thing come national lampoon since class reunion
"it is far from the worst , thanks to the topical issues it raises , the performances of stewart and hardy , and that essential feature -- a decent full-on space battle .",0,far worst thanks topical issue raise performance stewart hardy essential feature decent fullon space battle
"it 's best to avoid imprisonment with the dull , nerdy folks that inhabit cherish .",0,best avoid imprisonment dull nerdy folk inhabit cherish
crush could be the worst film a man has made about women since valley of the dolls .,0,crush could worst film man made woman since valley doll
bad company .,0,bad company
"laughably , irredeemably awful .",0,laughably irredeemably awful
any movie this boring should be required to have ushers in the theater that hand you a cup of coffee every few minutes .,0,movie boring required usher theater hand cup coffee every minute
episode ii -- attack of the clones is a technological exercise that lacks juice and delight .,0,episode ii attack clone technological exercise lack juice delight
the sad thing about knockaround guys is its lame aspiration for grasping the coolness vibes when in fact the film is n't as flippant or slick as it thinks it is .,0,sad thing knockaround guy lame aspiration grasping coolness vibe fact film nt flippant slick think
"a dull , inconsistent , dishonest female bonding picture .",0,dull inconsistent dishonest female bonding picture
a compendium of solondz 's own worst instincts in under 90 minutes .,0,compendium solondz worst instinct minute
for all its problems ... the lady and the duke surprisingly manages never to grow boring ... which proves that rohmer still has a sense of his audience .,0,problem lady duke surprisingly manages never grow boring prof rohmer still sense audience
i do n't blame eddie murphy but should n't owen wilson know a movie must have a story and a script ?,0,nt blame eddie murphy nt owen wilson know movie must story script
the actresses find their own rhythm and protect each other from the script 's bad ideas and awkwardness .,0,actress find rhythm protect script bad idea awkwardness
"every so often a film comes along that is so insanely stupid , so awful in so many ways that watching it leaves you giddy .",0,every often film come along insanely stupid awful many way watching leaf giddy
but it could have been worse .,0,could worse
"it 's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over , but it 's indicative of how uncompelling the movie is unless it happens to cover your particular area of interest .",0,bad sign rooting film hurry get subject death documentary indicative uncompelling movie unless happens cover particular area interest
"the whole thing feels like a ruse , a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas .",0,whole thing feel like ruse tactic cover fact picture constructed around core flimsy worse yet nonexistent idea
"in other words , it 's badder than bad .",0,word badder bad
completely awful iranian drama ... as much fun as a grouchy ayatollah in a cold mosque .,0,completely awful iranian drama much fun grouchy ayatollah cold mosque
"if your senses have n't been dulled by slasher films and gorefests , if you 're a connoisseur of psychological horror , this is your ticket .",0,sens nt dulled slasher film gorefests connoisseur psychological horror ticket
boring we did n't .,0,boring nt
in comparison to his earlier films it seems a disappointingly thin slice of lower-class london life ; despite the title ... amounts to surprisingly little .,0,comparison earlier film seems disappointingly thin slice lowerclass london life despite title amount surprisingly little
"when a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that 's a bad sign .",0,set preshooting guideline director came actor turn cleverer better written considerable interest finished film bad sign
"arliss howard 's ambitious , moving , and adventurous directorial debut , big bad love , meets so many of the challenges it poses for itself that one can forgive the film its flaws .",0,arliss howard ambitious moving adventurous directorial debut big bad love meet many challenge pose one forgive film flaw
"several uninteresting , unlikeable people do bad things to and with each other in `` unfaithful . ''",0,several uninteresting unlikeable people bad thing unfaithful
"it 's best to avoid imprisonment with the dull , nerdy folks that inhabit cherish .",0,best avoid imprisonment dull nerdy folk inhabit cherish
the director 's twitchy sketchbook style and adroit perspective shifts grow wearisome amid leaden pacing and indifferent craftsmanship -lrb- most notably wretched sound design -rrb- .,0,director twitchy sketchbook style adroit perspective shift grow wearisome amid leaden pacing indifferent craftsmanship lrb notably wretched sound design rrb
"a woefully dull , redundant concept that bears more than a whiff of exploitation , despite iwai 's vaunted empathy .",0,woefully dull redundant concept bear whiff exploitation despite iwai vaunted empathy
"wickedly funny , visually engrossing , never boring , this movie challenges us to think about the ways we consume pop culture .",0,wickedly funny visually engrossing never boring movie challenge u think way consume pop culture
"an undeniably gorgeous , terminally smitten document of a troubadour , his acolytes , and the triumph of his band .",0,undeniably gorgeous terminally smitten document troubadour acolyte triumph band
too bad .,0,bad
"uncertain in tone ... a garbled exercise in sexual politics , a junior varsity short cuts by way of very bad things .",0,uncertain tone garbled exercise sexual politics junior varsity short cut way bad thing
"like its script , which nurses plot holes gaping enough to pilot an entire olympic swim team through , the characters in swimfan seem motivated by nothing short of dull , brain-deadening hangover .",0,like script nurse plot hole gaping enough pilot entire olympic swim team character swimfan seem motivated nothing short dull braindeadening hangover
tom green just gives them a bad odor .,0,tom green give bad odor
the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects .,0,affectionate loopiness seemed congenital demme perspective tough time emerging badly dated cutesypie mystery scenario newfangled hollywood postproduction effect
plays like a bad blend of an overripe episode of tv 's dawson 's creek and a recycled and dumbed-down version of love story .,0,play like bad blend overripe episode tv dawson creek recycled dumbeddown version love story
by turns numbingly dull-witted and disquietingly creepy .,0,turn numbingly dullwitted disquietingly creepy
it 's pauly shore awful .,0,pauly shore awful
"while the transgressive trappings -lrb- especially the frank sex scenes -rrb- ensure that the film is never dull , rodrigues 's beast-within metaphor is ultimately rather silly and overwrought , making the ambiguous ending seem goofy rather than provocative .",0,transgressive trapping lrb especially frank sex scene rrb ensure film never dull rodrigues beastwithin metaphor ultimately rather silly overwrought making ambiguous ending seem goofy rather provocative
"if there 's a heaven for bad movies , deuces wild is on its way .",0,heaven bad movie deuce wild way
audiences can be expected to suspend their disbelief only so far -- and that does not include the 5 o'clock shadow on the tall wooden kid as he skips off to school .,0,audience expected suspend disbelief far include oclock shadow tall wooden kid skip school
"it should be interesting , it should be poignant , it turns out to be affected and boring .",0,interesting poignant turn affected boring
"the longer the movie goes , the worse it gets , but it 's actually pretty good in the first few minutes .",0,longer movie go worse get actually pretty good first minute
it 's a bad sign in a thriller when you instantly know whodunit .,0,bad sign thriller instantly know whodunit
extremely boring .,0,extremely boring
whether jason x is this bad on purpose is never clear .,0,whether jason x bad purpose never clear
"a turgid little history lesson , humourless and dull .",0,turgid little history lesson humourless dull
a lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get involved with her .,0,lame romantic comedy unsympathetic character someone would likely stupid get involved
"its flame-like , roiling black-and-white inspires trembling and gratitude .",0,flamelike roiling blackandwhite inspires trembling gratitude
"if oscar had a category called best bad film you thought was going to be really awful but was n't , guys would probably be duking it out with the queen of the damned for the honor .",0,oscar category called best bad film thought going really awful nt guy would probably duking queen damned honor
it aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one .,0,aimlessly unsuccessfully attempt fuse least three dull plot one good one
a noble failure .,0,noble failure
strictly a ` guy 's film ' in the worst sense of the expression .,0,strictly guy film worst sense expression
"the whole thing feels like a ruse , a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas .",0,whole thing feel like ruse tactic cover fact picture constructed around core flimsy worse yet nonexistent idea
an off-beat and fanciful film about the human need for monsters to blame for all that is amiss in the world .,0,offbeat fanciful film human need monster blame amiss world
"the quiet american is n't a bad film , it 's just one that could easily wait for your pay per view dollar .",0,quiet american nt bad film one could easily wait pay per view dollar
"expect the same-old , lame-old slasher nonsense , just with different scenery .",0,expect sameold lameold slasher nonsense different scenery
"although based on a real-life person , john , in the movie , is a rather dull person to be stuck with for two hours .",0,although based reallife person john movie rather dull person stuck two hour
"there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject .",0,touching moment etoiles part dull dour documentary ought joyful least fascinating subject
"it 's a terrible movie in every regard , and utterly painful to watch .",0,terrible movie every regard utterly painful watch
it 's never dull and always looks good .,0,never dull always look good
it 's too bad that the helping hand he uses to stir his ingredients is also a heavy one .,0,bad helping hand us stir ingredient also heavy one
it merely indulges in the worst elements of all of them .,0,merely indulges worst element
"... the film falls back on the same old formula of teen sex , outrageous pranks and scenes designed to push the envelope of bad taste for laughs .",0,film fall back old formula teen sex outrageous prank scene designed push envelope bad taste laugh
"a fascinating , bombshell documentary that should shame americans , regardless of whether or not ultimate blame finally lies with kissinger .",0,fascinating bombshell documentary shame american regardless whether ultimate blame finally lie kissinger
"a boring , wincingly cute and nauseatingly politically correct cartoon guaranteed to drive anyone much over age 4 screaming from the theater .",0,boring wincingly cute nauseatingly politically correct cartoon guaranteed drive anyone much age screaming theater
"spirit is a visual treat , and it takes chances that are bold by studio standards , but it lacks a strong narrative .",0,spirit visual treat take chance bold studio standard lack strong narrative
confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it .,0,confirms nagging suspicion ethan hawke would even worse behind camera front
so boring that even its target audience talked all the way through it .,0,boring even target audience talked way
plotless collection of moronic stunts is by far the worst movie of the year .,0,plotless collection moronic stunt far worst movie year
"devolves into the derivative , leaning on badly-rendered cgi effects .",0,devolves derivative leaning badlyrendered cgi effect
a beautifully shot but dull and ankle-deep ` epic . ',0,beautifully shot dull ankledeep epic
tries to work in the same vein as the brilliance of animal house but instead comes closer to the failure of the third revenge of the nerds sequel .,0,try work vein brilliance animal house instead come closer failure third revenge nerd sequel
bears is even worse than i imagined a movie ever could be .,0,bear even worse imagined movie ever could
"whaley 's determination to immerse you in sheer , unrelenting wretchedness is exhausting .",0,whaley determination immerse sheer unrelenting wretchedness exhausting
it makes me feel weird \/ thinking about all the bad things in the world \/ like puppies with broken legs \/ and butterflies that die \/ and movies starring pop queens,0,make feel weird thinking bad thing world like puppy broken leg butterfly die movie starring pop queen
this beautifully animated epic is never dull .,0,beautifully animated epic never dull
"a dull , dumb and derivative horror film .",0,dull dumb derivative horror film
like most movies about the pitfalls of bad behavior ... circuit gets drawn into the party .,0,like movie pitfall bad behavior circuit get drawn party
mctiernan 's remake may be lighter on its feet -- the sober-minded original was as graceful as a tap-dancing rhino -- but it is just as boring and as obvious .,0,mctiernan remake may lighter foot soberminded original graceful tapdancing rhino boring obvious
too bad the former murphy brown does n't pop reese back .,0,bad former murphy brown nt pop reese back
"the film boasts at least a few good ideas and features some decent performances , but the result is disappointing .",0,film boast least good idea feature decent performance result disappointing
"like life on the island , the movie grows boring despite the scenery .",0,like life island movie grows boring despite scenery
"... too slow , too boring , and occasionally annoying .",0,slow boring occasionally annoying
a painfully funny ode to bad behavior .,0,painfully funny ode bad behavior
"an awful lot like one of -lrb- spears ' -rrb- music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it .",0,awful lot like one lrb spear rrb music video content except go least minute worse pay want see
"a woefully dull , redundant concept that bears more than a whiff of exploitation , despite iwai 's vaunted empathy .",0,woefully dull redundant concept bear whiff exploitation despite iwai vaunted empathy
"while not quite `` shrek '' or `` monsters , inc. '' , it 's not too bad .",0,quite shrek monster inc bad
"its flame-like , roiling black-and-white inspires trembling and gratitude .",0,flamelike roiling blackandwhite inspires trembling gratitude
and adults will at least have a dream image of the west to savor whenever the film 's lamer instincts are in the saddle .,0,adult least dream image west savor whenever film lamer instinct saddle
"contrived , maudlin and cliche-ridden ... if this sappy script was the best the contest received , those rejected must have been astronomically bad .",0,contrived maudlin clicheridden sappy script best contest received rejected must astronomically bad
"the movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain ; it has a dull , costumey feel .",0,movie far get racy point almost stop blood flow brain dull costumey feel
"dull , a road-trip movie that 's surprisingly short of both adventure and song .",0,dull roadtrip movie surprisingly short adventure song
this is standard crime drama fare ... instantly forgettable and thoroughly dull .,0,standard crime drama fare instantly forgettable thoroughly dull
"the continued good chemistry between carmen and juni is what keeps this slightly disappointing sequel going , with enough amusing banter -- blessedly curse-free -- to keep both kids and parents entertained .",0,continued good chemistry carmen juni keep slightly disappointing sequel going enough amusing banter blessedly cursefree keep kid parent entertained
"we assume he had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low .",0,assume bad run market costly divorce earthly reason money distinguished actor would stoop low
dismally dull sci-fi comedy .,0,dismally dull scifi comedy
and adults will at least have a dream image of the west to savor whenever the film 's lamer instincts are in the saddle .,0,adult least dream image west savor whenever film lamer instinct saddle
by turns numbingly dull-witted and disquietingly creepy .,0,turn numbingly dullwitted disquietingly creepy
"what full frontal lacks in thematic coherence it largely makes up for as loosey-goosey , experimental entertainment .",0,full frontal lack thematic coherence largely make looseygoosey experimental entertainment
"bad company has one of the most moronic screenplays of the year , full of holes that will be obvious even to those who are n't looking for them .",0,bad company one moronic screenplay year full hole obvious even nt looking
the tuxedo miscalculates badly by forcing the star to play second fiddle to the dull effects that allow the suit to come to life .,0,tuxedo miscalculates badly forcing star play second fiddle dull effect allow suit come life
"return to never land may be another shameless attempt by disney to rake in dough from baby boomer families , but it 's not half-bad .",0,return never land may another shameless attempt disney rake dough baby boomer family halfbad
"russell lacks the visual panache , the comic touch , and perhaps the budget of sommers 's title-bout features .",0,russell lack visual panache comic touch perhaps budget sommers titlebout feature
"although it lacks the detail of the book , the film does pack some serious suspense .",0,although lack detail book film pack serious suspense
"it might not be 1970s animation , but everything else about it is straight from the saturday morning cartoons -- a retread story , bad writing , and the same old silliness .",0,might animation everything else straight saturday morning cartoon retread story bad writing old silliness
"an overblown clunker full of bad jokes , howling cliches and by-the-numbers action sequences .",0,overblown clunker full bad joke howling cliche bythenumbers action sequence
"at every opportunity to do something clever , the film goes right over the edge and kills every sense of believability ... all you have left is a no-surprise series of explosions and violence while banderas looks like he 's not trying to laugh at how bad it",0,every opportunity something clever film go right edge kill every sense believability left nosurprise series explosion violence banderas look like trying laugh bad
"will only satisfy those who ca n't tell the difference between the good , the bad and the ugly .",0,satisfy ca nt tell difference good bad ugly
so much about the film is loopy and ludicrous ... that it could have been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened .,0,much film loopy ludicrous could hoot badmovie way laborious pacing endless exposition tightened
a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome .,0,terrible adaptation play ever walked delicate tightrope farcical loathsome
"no big whoop , nothing new to see , zero thrills , too many flashbacks and a choppy ending make for a bad film .",0,big whoop nothing new see zero thrill many flashback choppy ending make bad film
"if somebody was bored and ... decided to make a dull , pretentious version of jesus ' son , they 'd come up with something like bart freundlich 's world traveler .",0,somebody bored decided make dull pretentious version jesus son come something like bart freundlich world traveler
"this is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , ` ah , yes , here we have a bad , bad , bad movie . '",0,kind movie need watch thirty second say ah yes bad bad bad movie
"of course , by more objective measurements it 's still quite bad .",0,course objective measurement still quite bad
it 's pauly shore awful .,0,pauly shore awful
"the gifted crudup has the perfect face to play a handsome blank yearning to find himself , and his cipherlike personality and bad behavior would play fine if the movie knew what to do with him .",0,gifted crudup perfect face play handsome blank yearning find cipherlike personality bad behavior would play fine movie knew
"it falls far short of poetry , but it 's not bad prose .",0,fall far short poetry bad prose
"the redeeming feature of chan 's films has always been the action , but the stunts in the tuxedo seem tired and , what 's worse , routine .",0,redeeming feature chan film always action stunt tuxedo seem tired worse routine
"girlfriends are bad , wives are worse and babies are the kiss of death in this bitter italian comedy .",0,girlfriend bad wife worse baby kiss death bitter italian comedy
"aloof and lacks any real raw emotion , which is fatal for a film that relies on personal relationships .",0,aloof lack real raw emotion fatal film relies personal relationship
it 's too bad that the helping hand he uses to stir his ingredients is also a heavy one .,0,bad helping hand us stir ingredient also heavy one
"expect the same-old , lame-old slasher nonsense , just with different scenery .",0,expect sameold lameold slasher nonsense different scenery
"a woefully dull , redundant concept that bears more than a whiff of exploitation , despite iwai 's vaunted empathy .",0,woefully dull redundant concept bear whiff exploitation despite iwai vaunted empathy
a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance ...,0,bloated gasbag thesis grotesquely impressed gargantuan aura selfimportance
"accuracy and realism are terrific , but if your film becomes boring , and your dialogue is n't smart , then you need to use more poetic license .",0,accuracy realism terrific film becomes boring dialogue nt smart need use poetic license
"lacks heart , depth and , most of all , purpose .",0,lack heart depth purpose
"it might not be 1970s animation , but everything else about it is straight from the saturday morning cartoons -- a retread story , bad writing , and the same old silliness .",0,might animation everything else straight saturday morning cartoon retread story bad writing old silliness
"it 's not a bad premise , just a bad movie .",0,bad premise bad movie
"it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation .",0,kung pow nt funny time nt funnier bad martial art movie without oedekerk impish augmentation
"in its best moments , resembles a bad high school production of grease , without benefit of song .",0,best moment resembles bad high school production grease without benefit song
"a boring , formulaic mix of serial killers and stalk 'n' slash .",0,boring formulaic mix serial killer stalk n slash
"the picture , scored by a perversely cheerful marcus miller accordion\/harmonica\/banjo abomination , is a monument to bad in all its florid variety .",0,picture scored perversely cheerful marcus miller accordionharmonicabanjo abomination monument bad florid variety
"while broomfield 's film does n't capture the effect of these tragic deaths on hip-hop culture , it succeeds as a powerful look at a failure of our justice system .",0,broomfield film nt capture effect tragic death hiphop culture succeeds powerful look failure justice system
the film is so bad it does n't improve upon the experience of staring at a blank screen .,0,film bad nt improve upon experience staring blank screen
"as an entertainment destination for the general public , kung pow sets a new benchmark for lameness .",0,entertainment destination general public kung pow set new benchmark lameness
"morrissette has performed a difficult task indeed - he 's taken one of the world 's most fascinating stories and made it dull , lifeless , and irritating .",0,morrissette performed difficult task indeed taken one world fascinating story made dull lifeless irritating
"as an entertainment destination for the general public , kung pow sets a new benchmark for lameness .",0,entertainment destination general public kung pow set new benchmark lameness
"instead of trying to bust some blondes , -lrb- diggs -rrb- should be probing why a guy with his talent ended up in a movie this bad .",0,instead trying bust blonde lrb diggs rrb probing guy talent ended movie bad
"the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious .",0,joke sophomoric stereotype sprinkled everywhere acting range bad bodacious
"a boring , pretentious muddle that uses a sensational , real-life 19th-century crime as a metaphor for -- well , i 'm not exactly sure what -- and has all the dramatic weight of a raindrop .",0,boring pretentious muddle us sensational reallife thcentury crime metaphor well exactly sure dramatic weight raindrop
"an awful lot like one of -lrb- spears ' -rrb- music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it .",0,awful lot like one lrb spear rrb music video content except go least minute worse pay want see
"while not all that bad of a movie , it 's nowhere near as good as the original .",0,bad movie nowhere near good original
a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance ...,0,bloated gasbag thesis grotesquely impressed gargantuan aura selfimportance
"despite the fact that this film was n't as bad as i thought it was going to be , it 's still not a good movie",0,despite fact film nt bad thought going still good movie
"although the sequel has all the outward elements of the original , the first film 's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks .",0,although sequel outward element original first film lovely flakiness gone replaced forced funniness found dullest kiddie flick
"it 's a boring movie about a boring man , made watchable by a bravura performance from a consummate actor incapable of being boring .",0,boring movie boring man made watchable bravura performance consummate actor incapable boring
"for decades we 've marveled at disney 's rendering of water , snow , flames and shadows in a hand-drawn animated world .",0,decade marveled disney rendering water snow flame shadow handdrawn animated world
"for all its violence , the movie is remarkably dull with only caine making much of an impression .",0,violence movie remarkably dull caine making much impression
"a compelling , gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day .",0,compelling gutclutching piece advocacy cinema carry along torrent emotion explores awful complication one terrifying day
"in my own very humble opinion , in praise of love lacks even the most fragmented charms i have found in almost all of his previous works .",0,humble opinion praise love lack even fragmented charm found almost previous work
"no better or worse than ` truth or consequences , n.m. ' or any other interchangeable actioner with imbecilic mafia toolbags botching a routine assignment in a western backwater .",0,better worse truth consequence nm interchangeable actioner imbecilic mafia toolbags botching routine assignment western backwater
"despite a blue-chip cast and a provocative title , writer-director peter mattei 's first feature microwaves dull leftover romantic motifs basted in faux-contemporary gravy .",0,despite bluechip cast provocative title writerdirector peter mattei first feature microwave dull leftover romantic motif basted fauxcontemporary gravy
"no big whoop , nothing new to see , zero thrills , too many flashbacks and a choppy ending make for a bad film .",0,big whoop nothing new see zero thrill many flashback choppy ending make bad film
"wickedly funny , visually engrossing , never boring , this movie challenges us to think about the ways we consume pop culture .",0,wickedly funny visually engrossing never boring movie challenge u think way consume pop culture
"it is bad , but certainly not without merit as entertainment .",0,bad certainly without merit entertainment
"once ice-t sticks his mug in the window of the couple 's bmw and begins haranguing the wife in bad stage dialogue , all credibility flies out the window .",0,icet stick mug window couple bmw begin haranguing wife bad stage dialogue credibility fly window
rates an ` e ' for effort -- and a ` b ' for boring .,0,rate e effort b boring
"bad company has one of the most moronic screenplays of the year , full of holes that will be obvious even to those who are n't looking for them .",0,bad company one moronic screenplay year full hole obvious even nt looking
"the longer the movie goes , the worse it gets , but it 's actually pretty good in the first few minutes .",0,longer movie go worse get actually pretty good first minute
"a cellophane-pop remake of the punk classic ladies and gentlemen , the fabulous stains ... crossroads is never much worse than bland or better than inconsequential .",0,cellophanepop remake punk classic lady gentleman fabulous stain crossroad never much worse bland better inconsequential
"everything 's serious , poetic , earnest and -- sadly -- dull .",0,everything serious poetic earnest sadly dull
a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,0,movie bad quickly enters pantheon wreckage includes battlefield earth showgirl
"this odd , distant portuguese import more or less borrows from bad lieutenant and les vampires , and comes up with a kind of art-house gay porn film .",0,odd distant portuguese import less borrows bad lieutenant le vampire come kind arthouse gay porn film
"a boring , pretentious muddle that uses a sensational , real-life 19th-century crime as a metaphor for -- well , i 'm not exactly sure what -- and has all the dramatic weight of a raindrop .",0,boring pretentious muddle us sensational reallife thcentury crime metaphor well exactly sure dramatic weight raindrop
"for this sort of thing to work , we need agile performers , but the proficient , dull sorvino has no light touch , and rodan is out of his league .",0,sort thing work need agile performer proficient dull sorvino light touch rodan league
a painfully funny ode to bad behavior .,0,painfully funny ode bad behavior
"a pathetic exploitation film that tries to seem sincere , and just seems worse for the effort .",0,pathetic exploitation film try seem sincere seems worse effort
"uncertain in tone ... a garbled exercise in sexual politics , a junior varsity short cuts by way of very bad things .",0,uncertain tone garbled exercise sexual politics junior varsity short cut way bad thing
"although based on a real-life person , john , in the movie , is a rather dull person to be stuck with for two hours .",0,although based reallife person john movie rather dull person stuck two hour
"it 's better suited for the history or biography channel , but there 's no arguing the tone of the movie - it leaves a bad taste in your mouth and questions on your mind .",0,better suited history biography channel arguing tone movie leaf bad taste mouth question mind
"when a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that 's a bad sign .",0,set preshooting guideline director came actor turn cleverer better written considerable interest finished film bad sign
one hour photo is an intriguing snapshot of one man and his delusions ; it 's just too bad it does n't have more flashes of insight .,0,one hour photo intriguing snapshot one man delusion bad nt flash insight
there 's no disguising this as one of the worst films of the summer .,0,disguising one worst film summer
"feel bad for king , who 's honestly trying , and schwartzman , who 's shot himself in the foot .",0,feel bad king honestly trying schwartzman shot foot
such an incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema .,0,incomprehensible mess feel less like bad cinema like stuck dark pit nightmare bad cinema
"the acting is stiff , the story lacks all trace of wit , the sets look like they were borrowed from gilligan 's island -- and the cgi scooby might well be the worst special-effects creation of the year .",0,acting stiff story lack trace wit set look like borrowed gilligan island cgi scooby might well worst specialeffects creation year
guilty of the worst sin of attributable to a movie like this : it 's not scary in the slightest .,0,guilty worst sin attributable movie like scary slightest
it 's a sharp movie about otherwise dull subjects .,0,sharp movie otherwise dull subject
real-life strongman ahola lacks the charisma and ability to carry the film on his admittedly broad shoulders .,0,reallife strongman ahola lack charisma ability carry film admittedly broad shoulder
even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor .,0,even horror fan likely find seeking trouble every day movie lack thrill humor
completely creatively stillborn and executed in a manner that i 'm not sure could be a single iota worse ... a soulless hunk of exploitative garbage .,0,completely creatively stillborn executed manner sure could single iota worse soulless hunk exploitative garbage
"instead of making his own style , director marcus adams just copies from various sources -- good sources , bad mixture",0,instead making style director marcus adam copy various source good source bad mixture
"its audacious ambitions sabotaged by pomposity , steven soderbergh 's space opera emerges as a numbingly dull experience .",0,audacious ambition sabotaged pomposity steven soderbergh space opera emerges numbingly dull experience
a wretched movie that reduces the second world war to one man 's quest to find an old flame .,0,wretched movie reduces second world war one man quest find old flame
this movie ... does n't deserve the energy it takes to describe how bad it is .,0,movie nt deserve energy take describe bad
the director 's twitchy sketchbook style and adroit perspective shifts grow wearisome amid leaden pacing and indifferent craftsmanship -lrb- most notably wretched sound design -rrb- .,0,director twitchy sketchbook style adroit perspective shift grow wearisome amid leaden pacing indifferent craftsmanship lrb notably wretched sound design rrb
the movie quickly drags on becoming boring and predictable .,0,movie quickly drag becoming boring predictable
"reggio falls victim to relying on the very digital technology that he fervently scorns , creating a meandering , inarticulate and ultimately disappointing film .",0,reggio fall victim relying digital technology fervently scorn creating meandering inarticulate ultimately disappointing film
the film is so bad it does n't improve upon the experience of staring at a blank screen .,0,film bad nt improve upon experience staring blank screen
"sheridan is painfully bad , a fourth-rate jim carrey who does n't understand the difference between dumb fun and just plain dumb .",0,sheridan painfully bad fourthrate jim carrey nt understand difference dumb fun plain dumb
"... expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape .",0,expands horizon boredom point collapse turning black hole dullness interesting concept escape
"a zippy 96 minutes of mediocre special effects , hoary dialogue , fluxing accents , and -- worst of all -- silly-looking morlocks .",0,zippy minute mediocre special effect hoary dialogue fluxing accent worst sillylooking morlocks
"even if the enticing prospect of a lot of nubile young actors in a film about campus depravity did n't fade amid the deliberate , tiresome ugliness , it would be rendered tedious by avary 's failure to construct a story with even a trace of dramatic interest .",0,even enticing prospect lot nubile young actor film campus depravity nt fade amid deliberate tiresome ugliness would rendered tedious avary failure construct story even trace dramatic interest
"although the sequel has all the outward elements of the original , the first film 's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks .",0,although sequel outward element original first film lovely flakiness gone replaced forced funniness found dullest kiddie flick
"instead of accurately accounting a terrible true story , the film 's more determined to become the next texas chainsaw massacre .",0,instead accurately accounting terrible true story film determined become next texas chainsaw massacre
episode ii -- attack of the clones is a technological exercise that lacks juice and delight .,0,episode ii attack clone technological exercise lack juice delight
too bad kramer could n't make a guest appearance to liven things up .,0,bad kramer could nt make guest appearance liven thing
a didactic and dull documentary glorifying software anarchy .,0,didactic dull documentary glorifying software anarchy
"the whole thing 's fairly lame , making it par for the course for disney sequels .",0,whole thing fairly lame making par course disney sequel
"... plays like a badly edited , 91-minute trailer -lrb- and -rrb- the director ca n't seem to get a coherent rhythm going .",0,play like badly edited minute trailer lrb rrb director ca nt seem get coherent rhythm going
